model_name,temperature,seed,item_id,phenomenon,prompt,prior_prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,token_cond_log_probs,token_cond_probs,prior_token_log_probs,null_prior_token_log_probs,token_probs,sentence_cond_probs,mean_sentence_cond_probs,prior_sentence_probs,sentence_mi,sentence_surprisal,mean_sentence_surprisal,sentence_mi_surprisal
meta-llama/Llama-2-7b-hf,0.1,2,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
A. All houses in this town have chimneys.
B. The people living in this town are very welcoming.
C. The town is a chimney.
D. Mary found a job at a company installing chimneys.
E. The town is not one of the cleanest ones.
Your answer:
",,A,target,All houses in this town have chimneys.,distractor_plausibleliteral,A,[-5.617396831512451],[0.0036340889523080577],[-6.87332820892334],[-6.166438579559326],[0.0020986970492331745],0.0036340889523080577,0.0036340889523080577,0.0020986970492331745,1.7315929203006635,-5.617396831512451,-5.617396831512451,0.9109629097958012
meta-llama/Llama-2-7b-hf,0.1,2,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
A. All houses in this town have chimneys.
B. The people living in this town are very welcoming.
C. The town is a chimney.
D. Mary found a job at a company installing chimneys.
E. The town is not one of the cleanest ones.
Your answer:
",,B,competitor,The people living in this town are very welcoming.,competitor,B,[-5.384113788604736],[0.004588905260910978],[-8.983907699584961],[-5.663939952850342],[0.003468822940320935],0.004588905260910978,0.004588905260910978,0.003468822940320935,1.3228998250589328,-5.384113788604736,-5.384113788604736,0.9505951393243877
meta-llama/Llama-2-7b-hf,0.1,2,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
A. All houses in this town have chimneys.
B. The people living in this town are very welcoming.
C. The town is a chimney.
D. Mary found a job at a company installing chimneys.
E. The town is not one of the cleanest ones.
Your answer:
",,C,distractor_plausibleliteral,The town is a chimney.,distractor_literal,C,[-5.785519123077393],[0.0030717153635698687],[-8.415637969970703],[-5.001272201538086],[0.006729380422910797],0.0030717153635698687,0.0030717153635698687,0.006729380422910797,0.45646332507996284,-5.785519123077393,-5.785519123077393,1.1568094856540942
meta-llama/Llama-2-7b-hf,0.1,2,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
A. All houses in this town have chimneys.
B. The people living in this town are very welcoming.
C. The town is a chimney.
D. Mary found a job at a company installing chimneys.
E. The town is not one of the cleanest ones.
Your answer:
",,D,distractor_literal,Mary found a job at a company installing chimneys.,distractor_nonsequitut,D,[-5.987936019897461],[0.002508836899477782],[-6.7939066886901855],[-5.727453231811523],[0.0032553573258770558],0.002508836899477782,0.002508836899477782,0.0032553573258770558,0.7706794211298612,-5.987936019897461,-5.987936019897461,1.0454796883611654
meta-llama/Llama-2-7b-hf,0.1,2,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
A. All houses in this town have chimneys.
B. The people living in this town are very welcoming.
C. The town is a chimney.
D. Mary found a job at a company installing chimneys.
E. The town is not one of the cleanest ones.
Your answer:
",,E,distractor_nonsequitut,The town is not one of the cleanest ones.,target,E,[-6.615529537200928],[0.0013394053432621968],[-6.80149507522583],[-6.107812881469727],[0.0022254127354909073],0.0013394053432621968,0.0013394053432621968,0.0022254127354909073,0.6018682835329129,-6.615529537200928,-6.615529537200928,1.083125771136759
meta-llama/Llama-2-7b-hf,0.1,2,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
A. Their baby is an egg.
B. Mike and his wife are very much in love with each other.
C. Their baby is growing bigger every day.
D. The baby in his wife's womb is the size of an egg.
E. Mike is worried that the bird flu virus affected their baby.
Your answer:
",,A,target,Their baby is an egg.,distractor_literal,A,[-5.761425971984863],[0.0031466214037906347],[-6.87332820892334],[-6.229515552520752],[0.0019704062237885563],0.0031466214037906347,0.0031466214037906347,0.0019704062237885563,1.5969404510611704,-5.761425971984863,-5.761425971984863,0.9248593929031163
meta-llama/Llama-2-7b-hf,0.1,2,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
A. Their baby is an egg.
B. Mike and his wife are very much in love with each other.
C. Their baby is growing bigger every day.
D. The baby in his wife's womb is the size of an egg.
E. Mike is worried that the bird flu virus affected their baby.
Your answer:
",,B,competitor,Mike and his wife are very much in love with each other.,target,B,[-5.907079696655273],[0.002720118872089021],[-8.983907699584961],[-6.372209072113037],[0.001708381116960857],0.002720118872089021,0.002720118872089021,0.001708381116960857,1.592220169775703,-5.907079696655273,-5.907079696655273,0.9270065733572164
meta-llama/Llama-2-7b-hf,0.1,2,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
A. Their baby is an egg.
B. Mike and his wife are very much in love with each other.
C. Their baby is growing bigger every day.
D. The baby in his wife's womb is the size of an egg.
E. Mike is worried that the bird flu virus affected their baby.
Your answer:
",,C,distractor_plausibleliteral,Their baby is growing bigger every day.,distractor_nonsequitut,C,[-5.821226596832275],[0.0029639673212384335],[-8.415637969970703],[-5.611433506011963],[0.003655824952637679],0.0029639673212384335,0.0029639673212384335,0.003655824952637679,0.8107519806439119,-5.821226596832275,-5.821226596832275,1.0373867195602595
meta-llama/Llama-2-7b-hf,0.1,2,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
A. Their baby is an egg.
B. Mike and his wife are very much in love with each other.
C. Their baby is growing bigger every day.
D. The baby in his wife's womb is the size of an egg.
E. Mike is worried that the bird flu virus affected their baby.
Your answer:
",,D,distractor_literal,The baby in his wife's womb is the size of an egg.,distractor_plausibleliteral,D,[-6.29059362411499],[0.0018536592433579246],[-6.7939066886901855],[-5.773068904876709],[0.0031101979513129545],0.0018536592433579246,0.0018536592433579246,0.0031101979513129545,0.5959939760668326,-6.29059362411499,-6.29059362411499,1.0896446461605733
meta-llama/Llama-2-7b-hf,0.1,2,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
A. Their baby is an egg.
B. Mike and his wife are very much in love with each other.
C. Their baby is growing bigger every day.
D. The baby in his wife's womb is the size of an egg.
E. Mike is worried that the bird flu virus affected their baby.
Your answer:
",,E,distractor_nonsequitut,Mike is worried that the bird flu virus affected their baby.,competitor,E,[-7.254446029663086],[0.0007070239411254128],[-6.80149507522583],[-6.5777716636657715],[0.001390945338077757],0.0007070239411254128,0.0007070239411254128,0.001390945338077757,0.5083046197217914,-7.254446029663086,-7.254446029663086,1.1028728877493759
