model_name,temperature,seed,item_id,phenomenon,prompt,prior_prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,token_cond_log_probs,token_cond_probs,prior_token_log_probs,null_prior_token_log_probs,token_probs,sentence_cond_probs,mean_sentence_cond_probs,prior_sentence_probs,sentence_mi,sentence_surprisal,mean_sentence_surprisal,sentence_mi_surprisal
text-davinci-002,0.1,1,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. All houses in this town have chimneys.
2. The town is a chimney.
3. Mary found a job at a company installing chimneys.
4. The town is not one of the cleanest ones.
5. The people living in this town are very welcoming.
Your answer:
",,1,target,All houses in this town have chimneys.,distractor_plausibleliteral,1,[-8.219322],[0.00026939765461057955],[],[-7.990557],[0.00033864540533070297],0.00026939765461057955,0.00026939765461057955,0.00033864540533070297,0.7955154576731972,-8.219322,-8.219322,1.0286294184498026
text-davinci-002,0.1,1,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. All houses in this town have chimneys.
2. The town is a chimney.
3. Mary found a job at a company installing chimneys.
4. The town is not one of the cleanest ones.
5. The people living in this town are very welcoming.
Your answer:
",,2,competitor,The town is a chimney.,distractor_literal,2,[-6.288534],[0.001857481018996138],[],[-6.9262543],[0.0009816710356297294],0.001857481018996138,0.001857481018996138,0.0009816710356297294,1.892162396137712,-6.288534,-6.288534,0.9079271028209288
text-davinci-002,0.1,1,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. All houses in this town have chimneys.
2. The town is a chimney.
3. Mary found a job at a company installing chimneys.
4. The town is not one of the cleanest ones.
5. The people living in this town are very welcoming.
Your answer:
",,3,distractor_plausibleliteral,Mary found a job at a company installing chimneys.,distractor_nonsequitut,3,[-7.841521],[0.00039307072517850896],[],[-6.0510006],[0.0023555039097190966],0.00039307072517850896,0.00039307072517850896,0.0023555039097190966,0.16687330619858076,-7.841521,-7.841521,1.2959048458861497
text-davinci-002,0.1,1,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. All houses in this town have chimneys.
2. The town is a chimney.
3. Mary found a job at a company installing chimneys.
4. The town is not one of the cleanest ones.
5. The people living in this town are very welcoming.
Your answer:
",,4,distractor_literal,The town is not one of the cleanest ones.,target,4,[-1.0374769],[0.3543476094658264],[],[-4.102375],[0.016533362000825017],0.3543476094658264,0.3543476094658264,0.016533362000825017,21.43227792678491,-1.0374769,-1.0374769,0.2528966513300222
text-davinci-002,0.1,1,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. All houses in this town have chimneys.
2. The town is a chimney.
3. Mary found a job at a company installing chimneys.
4. The town is not one of the cleanest ones.
5. The people living in this town are very welcoming.
Your answer:
",,5,distractor_nonsequitut,The people living in this town are very welcoming.,competitor,5,[-8.803185],[0.00015025375397537642],[],[-5.457723],[0.004263252126387065],0.00015025375397537642,0.00015025375397537642,0.004263252126387065,0.03524392870067256,-8.803185,-8.803185,1.6129776098933566
text-davinci-002,0.1,1,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. Mike and his wife are very much in love with each other.
2. The baby in his wife's womb is the size of an egg.
3. Mike is worried that the bird flu virus affected their baby.
4. Their baby is growing bigger every day.
5. Their baby is an egg.
Your answer:
",,1,target,Mike and his wife are very much in love with each other.,target,1,[-1.7926341],[0.16652095860101013],[],[-3.2583013],[0.03845366380706867],0.16652095860101013,0.16652095860101013,0.03845366380706867,4.33043154058053,-1.7926341,-1.7926341,0.5501744421241829
text-davinci-002,0.1,1,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. Mike and his wife are very much in love with each other.
2. The baby in his wife's womb is the size of an egg.
3. Mike is worried that the bird flu virus affected their baby.
4. Their baby is growing bigger every day.
5. Their baby is an egg.
Your answer:
",,2,competitor,The baby in his wife's womb is the size of an egg.,distractor_plausibleliteral,2,[-2.8564005],[0.05747527061207003],[],[-6.179161],[0.0020721656725229648],0.05747527061207003,0.05747527061207003,0.0020721656725229648,27.736812444195657,-2.8564005,-2.8564005,0.4622634852854619
text-davinci-002,0.1,1,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. Mike and his wife are very much in love with each other.
2. The baby in his wife's womb is the size of an egg.
3. Mike is worried that the bird flu virus affected their baby.
4. Their baby is growing bigger every day.
5. Their baby is an egg.
Your answer:
",,3,distractor_plausibleliteral,Mike is worried that the bird flu virus affected their baby.,competitor,3,[-5.888423],[0.00277134366161252],[],[-8.242622],[0.00026319325124717524],0.00277134366161252,0.00277134366161252,0.00026319325124717524,10.52969120021182,-5.888423,-5.888423,0.7143871209913545
text-davinci-002,0.1,1,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. Mike and his wife are very much in love with each other.
2. The baby in his wife's womb is the size of an egg.
3. Mike is worried that the bird flu virus affected their baby.
4. Their baby is growing bigger every day.
5. Their baby is an egg.
Your answer:
",,4,distractor_literal,Their baby is growing bigger every day.,distractor_nonsequitut,4,[-6.529533],[0.001459687364640042],[],[-9.249538],[9.615606590345464e-05],0.001459687364640042,0.001459687364640042,9.615606590345464e-05,15.18039814675487,-6.529533,-6.529533,0.7059307178369342
text-davinci-002,0.1,1,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. Mike and his wife are very much in love with each other.
2. The baby in his wife's womb is the size of an egg.
3. Mike is worried that the bird flu virus affected their baby.
4. Their baby is growing bigger every day.
5. Their baby is an egg.
Your answer:
",,5,distractor_nonsequitut,Their baby is an egg.,distractor_literal,5,[-3.6239052],[0.026678288744580492],[],[-6.0253544],[0.0024166949388925605],0.026678288744580492,0.026678288744580492,0.0024166949388925605,11.03916274877693,-3.6239052,-3.6239052,0.601442663687965
