model_name,temperature,phenomenon,decoding_scheme,question,seed,item_id,prompt,response
google/flan-t5-xl,0.9,indirect_speech,greedy,,4,1,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Paul has to go to an interview and he's running late. While he's cleaning his shoes he says to his wife, Jane, ""I want to wear that blue shirt, but it's very creased"". What might he be trying to convey?


Your answer:
",He doesn't look very professional.
google/flan-t5-xl,0.9,indirect_speech,greedy,,4,2,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy wanted to paint a picture. She got her paints, paper and brushes ready. She has a meeting to go to in 10 minutes. Her dad said to her, ""I am not sure that now is the best time for painting."" What might he be trying to convey?


Your answer:
",She should be more productive.
google/flan-t5-xl,0.9,indirect_speech,greedy,,4,3,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy asked her mom to take her to the movies. Her mom responds, ""Your little brother's toys are all over the house. I don't have time to clean up."" What might she be trying to convey?


Your answer:
",She needs help with chores
google/flan-t5-xl,0.9,indirect_speech,greedy,,4,4,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Matt was telling Cindy about a scary movie that he saw. Cindy was listening to him for a while and then responded, ""Can we talk about something else?"" What might she be trying to convey?


Your answer:
",She wanted to talk about something else.
google/flan-t5-xl,0.9,indirect_speech,greedy,,4,5,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy and Matt had been good friends for a long time. Recently Cindy started teasing Matt a lot every day. He got mad and said, ""My friends do not say hurtful things to me."" What might he be trying to convey?


Your answer:
",He is mad because Cindy is hurting him.
google/flan-t5-xl,0.9,indirect_speech,greedy,,4,6,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The boys were playing around. Dan accidentally tripped Scott. Scott got very angry about falling. Dan said: ""Everybody's being wild."" What might he be trying to convey?


Your answer:
",To show people that they are doing what they shouldn't do.
google/flan-t5-xl,0.9,indirect_speech,greedy,,4,7,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Kate brought some cookies to school. Matt has a sweet tooth. He says, ""Your cookies smell delicious. They must be really tasty."" What might he be trying to convey?


Your answer:
",He wants some cookies
google/flan-t5-xl,0.9,indirect_speech,greedy,,4,8,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher said that she was feeling sick today and asked the kids to work in groups quietly. Matt kept talking loudly with his friends. The teacher said, ""Matt, I think you are being unfair to me now."" What might she be trying to convey?


Your answer:
",Matt's rudeness
google/flan-t5-xl,0.9,indirect_speech,greedy,,4,9,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy was having a slumber party with two of her friends. It was very late, but they kept talking and laughing. Her dad came in and said, ""I would like to go to bed but it is too loud in here."" What might he be trying to convey?


Your answer:
",he needs quieter conversations
google/flan-t5-xl,0.9,indirect_speech,greedy,,4,10,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Chad and Matt were walking. The sidewalk was being fixed and there was lots of shattered glass on the sidewalk. Matt was not paying attention to the sidewalk. Chad said, ""I guess you like walking on shattered glass."" What might he be trying to convey?


Your answer:
",Matt was inattentive to the road.
