model_name,temperature,seed,item_id,phenomenon,prompt,prior_prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,token_cond_log_probs,token_cond_probs,prior_token_log_probs,null_prior_token_log_probs,token_probs,sentence_cond_probs,mean_sentence_cond_probs,prior_sentence_probs,sentence_mi,sentence_surprisal,mean_sentence_surprisal,sentence_mi_surprisal
meta-llama/Llama-2-7b-hf,0.1,1,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. All houses in this town have chimneys.
2. The town is a chimney.
3. Mary found a job at a company installing chimneys.
4. The town is not one of the cleanest ones.
5. The people living in this town are very welcoming.
Your answer:
",,1,target,All houses in this town have chimneys.,distractor_plausibleliteral,1,"[-8.768552780151367, -6.783529758453369]","[0.00015554853075463245, 0.0011322711926060264]","[-13.373932838439941, -2.9205374717712402]","[-8.903194427490234, -6.954431533813477]","[0.00013595393708683393, 0.0009543963287806127]",1.7612312042566286e-07,0.0006439098616803294,1.297539384389447e-07,1.3573624241744078,-15.552082538604736,-7.776041269302368,0.980732082882736
meta-llama/Llama-2-7b-hf,0.1,1,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. All houses in this town have chimneys.
2. The town is a chimney.
3. Mary found a job at a company installing chimneys.
4. The town is not one of the cleanest ones.
5. The people living in this town are very welcoming.
Your answer:
",,2,competitor,The town is a chimney.,distractor_literal,2,"[-8.768552780151367, -5.849108695983887]","[0.00015554853075463245, 0.002882467168042633]","[-13.373932838439941, -3.542041301727295]","[-8.903194427490234, -5.090044975280762]","[0.00013595393708683393, 0.006157742934723588]",4.483635329374978e-07,0.0015190078493986328,8.371693955443068e-07,0.5355708597612827,-14.617661476135254,-7.308830738067627,1.0446231251671867
meta-llama/Llama-2-7b-hf,0.1,1,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. All houses in this town have chimneys.
2. The town is a chimney.
3. Mary found a job at a company installing chimneys.
4. The town is not one of the cleanest ones.
5. The people living in this town are very welcoming.
Your answer:
",,3,distractor_plausibleliteral,Mary found a job at a company installing chimneys.,distractor_nonsequitut,3,"[-8.768552780151367, -6.186404705047607]","[0.00015554853075463245, 0.0020572097491266214]","[-13.373932838439941, -3.5838358402252197]","[-8.903194427490234, -5.607181549072266]","[0.00013595393708683393, 0.0036714024568850288]",3.19995953930752e-07,0.001106379139940627,4.991416186437947e-07,0.6410925115805912,-14.954957485198975,-7.477478742599487,1.0306388689965424
meta-llama/Llama-2-7b-hf,0.1,1,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. All houses in this town have chimneys.
2. The town is a chimney.
3. Mary found a job at a company installing chimneys.
4. The town is not one of the cleanest ones.
5. The people living in this town are very welcoming.
Your answer:
",,4,distractor_literal,The town is not one of the cleanest ones.,target,4,"[-8.768552780151367, -6.278806686401367]","[0.00015554853075463245, 0.001875637483016661]","[-13.373932838439941, -3.538752555847168]","[-8.903194427490234, -5.526388168334961]","[0.00013595393708683393, 0.003980339474053197]",2.917526547115585e-07,0.0010155930068856467,5.4114282243967e-07,0.5391416879489054,-15.047359466552734,-7.523679733276367,1.0428132183744716
meta-llama/Llama-2-7b-hf,0.1,1,1,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. All houses in this town have chimneys.
2. The town is a chimney.
3. Mary found a job at a company installing chimneys.
4. The town is not one of the cleanest ones.
5. The people living in this town are very welcoming.
Your answer:
",,5,distractor_nonsequitut,The people living in this town are very welcoming.,competitor,5,"[-8.768552780151367, -6.629611968994141]","[0.00015554853075463245, 0.001320675449630724]","[-13.373932838439941, -3.7895805835723877]","[-8.903194427490234, -5.6938252449035645]","[0.00013595393708683393, 0.0033666898930416623]",2.0542912579377272e-07,0.0007381119901926782,4.577147459094658e-07,0.44881474243437597,-15.398164749145508,-7.699082374572754,1.0548841540761127
meta-llama/Llama-2-7b-hf,0.1,1,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. Mike and his wife are very much in love with each other.
2. The baby in his wife's womb is the size of an egg.
3. Mike is worried that the bird flu virus affected their baby.
4. Their baby is growing bigger every day.
5. Their baby is an egg.
Your answer:
",,1,target,Mike and his wife are very much in love with each other.,target,1,"[-8.183183670043945, -6.593194007873535]","[0.00027931128812900007, 0.0013696582704651277]","[-13.373932838439941, -2.9205374717712402]","[-8.54780387878418, -6.754410266876221]","[0.0001939706151283173, 0.0011657270995320467]",3.825610158201532e-07,0.0008244847792970638,2.2611680256798028e-07,1.6918734542300948,-14.77637767791748,-7.38818883895874,0.9656365763321876
meta-llama/Llama-2-7b-hf,0.1,1,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. Mike and his wife are very much in love with each other.
2. The baby in his wife's womb is the size of an egg.
3. Mike is worried that the bird flu virus affected their baby.
4. Their baby is growing bigger every day.
5. Their baby is an egg.
Your answer:
",,2,competitor,The baby in his wife's womb is the size of an egg.,distractor_plausibleliteral,2,"[-8.183183670043945, -5.34712028503418]","[0.00027931128812900007, 0.004761844027450595]","[-13.373932838439941, -3.542041301727295]","[-8.54780387878418, -5.277524471282959]","[0.0001939706151283173, 0.005105052868075166]",1.3300367891766114e-06,0.0025205776577897974,9.902302450831204e-07,1.343159124638702,-13.530303955078125,-6.7651519775390625,0.9786605867492774
meta-llama/Llama-2-7b-hf,0.1,1,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. Mike and his wife are very much in love with each other.
2. The baby in his wife's womb is the size of an egg.
3. Mike is worried that the bird flu virus affected their baby.
4. Their baby is growing bigger every day.
5. Their baby is an egg.
Your answer:
",,3,distractor_plausibleliteral,Mike is worried that the bird flu virus affected their baby.,competitor,3,"[-8.183183670043945, -6.209901809692383]","[0.00027931128812900007, 0.0020094347614009176]","[-13.373932838439941, -3.5838358402252197]","[-8.54780387878418, -5.9200310707092285]","[0.0001939706151283173, 0.00268511674717602]",5.612578116180802e-07,0.001144373024764959,5.20833747141079e-07,1.0776141421305625,-14.393085479736328,-7.196542739868164,0.9948334031997167
meta-llama/Llama-2-7b-hf,0.1,1,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. Mike and his wife are very much in love with each other.
2. The baby in his wife's womb is the size of an egg.
3. Mike is worried that the bird flu virus affected their baby.
4. Their baby is growing bigger every day.
5. Their baby is an egg.
Your answer:
",,4,distractor_literal,Their baby is growing bigger every day.,distractor_nonsequitut,4,"[-8.183183670043945, -6.3202900886535645]","[0.00027931128812900007, 0.0017994214387689615]","[-13.373932838439941, -3.538752555847168]","[-8.54780387878418, -5.872617721557617]","[0.0001939706151283173, 0.002815493501022591]",5.025987199494972e-07,0.0010393663634489809,5.461230062831316e-07,0.9203031444694902,-14.50347375869751,-7.251736879348755,1.0057593432881147
meta-llama/Llama-2-7b-hf,0.1,1,2,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?","You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Choose one of the following options and return the label of that option.
1. Mike and his wife are very much in love with each other.
2. The baby in his wife's womb is the size of an egg.
3. Mike is worried that the bird flu virus affected their baby.
4. Their baby is growing bigger every day.
5. Their baby is an egg.
Your answer:
",,5,distractor_nonsequitut,Their baby is an egg.,distractor_literal,5,"[-8.183183670043945, -7.5662760734558105]","[0.00027931128812900007, 0.0005176164295688963]","[-13.373932838439941, -3.7895805835723877]","[-8.54780387878418, -6.391339302062988]","[0.0001939706151283173, 0.0016760100138940312]",1.4457611169962228e-07,0.0003984638588489482,3.250966933562449e-07,0.44471726306115955,-15.749459743499756,-7.874729871749878,1.0542411671702472
