model_name,temperature,seed,item_id,phenomenon,prompt,prior_prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,token_cond_log_probs,token_cond_probs,prior_token_log_probs,null_prior_token_log_probs,token_probs,sentence_cond_probs,mean_sentence_cond_probs,prior_sentence_probs,sentence_mi,sentence_surprisal,mean_sentence_surprisal,sentence_mi_surprisal
text-davinci-002,0.1,2,1,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Mary's exam was about to start. Her palms were sweaty. ","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
1. incoherent
2. coherent
Your answer:
",Is this story coherent or not?,1,target,incoherent,competitor,1,[-2.7052095],[0.06685631598112309],[],[-3.0867054],[0.04565211236298512],0.06685631598112309,0.06685631598112309,0.04565211236298512,1.4644736578570765,-2.7052095,-2.7052095,0.8764067669042858
text-davinci-002,0.1,2,1,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Mary's exam was about to start. Her palms were sweaty. ","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
1. incoherent
2. coherent
Your answer:
",Is this story coherent or not?,2,competitor,coherent,target,2,[-7.0161915],[0.0008972361177984699],[],[-3.8179162],[0.02197354168654517],0.0008972361177984699,0.0008972361177984699,0.02197354168654517,0.04083256721186031,-7.0161915,-7.0161915,1.8377018070747597
text-davinci-002,0.1,2,2,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Laura got a lot of mail today. Some of her friends had remembered her birthday.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
1. incoherent
2. coherent
Your answer:
",Is this story coherent or not?,1,target,incoherent,competitor,1,[-4.0050597],[0.01822320130108441],[],[-3.083751],[0.04578718639686395],0.01822320130108441,0.01822320130108441,0.04578718639686395,0.39799784033754365,-4.0050597,-4.0050597,1.2987623514349895
text-davinci-002,0.1,2,2,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Laura got a lot of mail today. Some of her friends had remembered her birthday.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
1. incoherent
2. coherent
Your answer:
",Is this story coherent or not?,2,competitor,coherent,target,2,[-5.2759566],[0.005113063211818038],[],[-3.8150835],[0.022035874381312104],0.005113063211818038,0.005113063211818038,0.022035874381312104,0.2320335977298118,-5.2759566,-5.2759566,1.382920347614934
text-davinci-002,0.1,2,3,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Sometimes a truck drives by the house. The dishes start to rattle.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
1. incoherent
2. coherent
Your answer:
",Is this story coherent or not?,1,target,incoherent,competitor,1,[-3.5060928],[0.03001395616483531],[],[-3.067646],[0.046530558974090745],0.03001395616483531,0.03001395616483531,0.046530558974090745,0.6450375157011923,-3.5060928,-3.5060928,1.1429261394567691
text-davinci-002,0.1,2,3,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Sometimes a truck drives by the house. The dishes start to rattle.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
1. incoherent
2. coherent
Your answer:
",Is this story coherent or not?,2,competitor,coherent,target,2,[-5.882518],[0.002787756858204628],[],[-3.8179162],[0.02197354168654517],0.002787756858204628,0.002787756858204628,0.02197354168654517,0.12686879966699344,-5.882518,-5.882518,1.5407666621912761
text-davinci-002,0.1,2,4,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

The lights have been on since last night. The car doesn't start.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
1. coherent
2. incoherent
Your answer:
",Is this story coherent or not?,1,target,coherent,target,1,[-4.6022296],[0.010029449137520822],[],[-2.9160433],[0.05414750945700372],0.010029449137520822,0.010029449137520822,0.05414750945700372,0.1852245696634448,-4.6022296,-4.6022296,1.5782446028836403
text-davinci-002,0.1,2,4,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

The lights have been on since last night. The car doesn't start.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
1. coherent
2. incoherent
Your answer:
",Is this story coherent or not?,2,competitor,incoherent,competitor,2,[-3.3506782],[0.03506056795868635],[],[-4.051277],[0.017400140466619755],0.03506056795868635,0.03506056795868635,0.017400140466619755,2.0149589036908164,-3.3506782,-3.3506782,0.8270671691913439
text-davinci-002,0.1,2,5,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Susan felt her baby's forehead with her palm. She begged her family doctor to come at once.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
1. incoherent
2. coherent
Your answer:
",Is this story coherent or not?,1,target,incoherent,competitor,1,[-4.3241715],[0.013244518635885924],[],[-3.083751],[0.04578718639686395],0.013244518635885924,0.013244518635885924,0.04578718639686395,0.28926255745631635,-4.3241715,-4.3241715,1.4022440527785804
text-davinci-002,0.1,2,5,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Susan felt her baby's forehead with her palm. She begged her family doctor to come at once.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
1. incoherent
2. coherent
Your answer:
",Is this story coherent or not?,2,competitor,coherent,target,2,[-4.10456],[0.01649727604311888],[],[-3.8098266],[0.02215201978425856],0.01649727604311888,0.01649727604311888,0.02215201978425856,0.744730106048479,-4.10456,-4.10456,1.0773613686250183
