model_name,seed,item_id,phenomenon,prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,cosine_sims,choice_probs_rounded,chosen_option
google/flan-t5-xl,0,1,humour,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

A woman is taking a shower. All of a sudden the doorbell rings. She yells, ""Who is there?"" and a man answers, ""Blind man."" She is a charitable lady, so she runs out of the shower naked and opens the door. 
Your answer:
",,"The man says, ""Where should I put these blinds, lady?""",target,"The man says, ""My seeing eye dog is 10 years old.""",associative_nonsequitur,A,-0.015310712,0.20002016,funny_nonsequitur
google/flan-t5-xl,0,1,humour,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

A woman is taking a shower. All of a sudden the doorbell rings. She yells, ""Who is there?"" and a man answers, ""Blind man."" She is a charitable lady, so she runs out of the shower naked and opens the door. 
Your answer:
",,"The man says, ""Can you spare a little change for a blind man?""",incorrect_straightforward,"The man says, ""Can you spare a little change for a blind man?""",incorrect_straightforward,B,-0.016270027,0.19982839,funny_nonsequitur
google/flan-t5-xl,0,1,humour,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

A woman is taking a shower. All of a sudden the doorbell rings. She yells, ""Who is there?"" and a man answers, ""Blind man."" She is a charitable lady, so she runs out of the shower naked and opens the door. 
Your answer:
",,"The man says, ""My seeing eye dog is 10 years old.""",associative_nonsequitur,"The man says, ""Where should I put these blinds, lady?""",target,C,-0.016369341,0.19980854,funny_nonsequitur
google/flan-t5-xl,0,1,humour,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

A woman is taking a shower. All of a sudden the doorbell rings. She yells, ""Who is there?"" and a man answers, ""Blind man."" She is a charitable lady, so she runs out of the shower naked and opens the door. 
Your answer:
",,Then the blind man throws a pie in the woman's face.,funny_nonsequitur,"The man says, ""I really enjoy going to the symphony.""",neutral_nonsequitur,D,-0.015151036,0.2000521,funny_nonsequitur
google/flan-t5-xl,0,1,humour,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

A woman is taking a shower. All of a sudden the doorbell rings. She yells, ""Who is there?"" and a man answers, ""Blind man."" She is a charitable lady, so she runs out of the shower naked and opens the door. 
Your answer:
",,"The man says, ""I really enjoy going to the symphony.""",neutral_nonsequitur,Then the blind man throws a pie in the woman's face.,funny_nonsequitur,E,-0.013958546,0.20029081,funny_nonsequitur
google/flan-t5-xl,0,2,humour,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

The neighborhood borrower approached Mr. Smith on Saturday and asked, ""Say, Smith, are you using your lawnmower this afternoon?"" ""Yes, I am,"" Smith replied warily. The neighborhood borrower said:
Your answer:
",,"""Fine, then you won't need your golf clubs. I'll just borrow them.""",target,"""Fine, then you won't need your golf clubs. I'll just borrow them.""",target,A,-0.01125736,0.20018472,associative_nonsequitur
google/flan-t5-xl,0,2,humour,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

The neighborhood borrower approached Mr. Smith on Saturday and asked, ""Say, Smith, are you using your lawnmower this afternoon?"" ""Yes, I am,"" Smith replied warily. The neighborhood borrower said:
Your answer:
",,"""Oh well, can I borrow it when you're done then?""",incorrect_straightforward,"""The birds are always eating my grass seed.""",associative_nonsequitur,B,-0.010761024,0.20028411,associative_nonsequitur
google/flan-t5-xl,0,2,humour,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

The neighborhood borrower approached Mr. Smith on Saturday and asked, ""Say, Smith, are you using your lawnmower this afternoon?"" ""Yes, I am,"" Smith replied warily. The neighborhood borrower said:
Your answer:
",,"""The birds are always eating my grass seed.""",associative_nonsequitur,"""Oh well, can I borrow it when you're done then?""",incorrect_straightforward,C,-0.013560776,0.19972415,associative_nonsequitur
google/flan-t5-xl,0,2,humour,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

The neighborhood borrower approached Mr. Smith on Saturday and asked, ""Say, Smith, are you using your lawnmower this afternoon?"" ""Yes, I am,"" Smith replied warily. The neighborhood borrower said:
Your answer:
",,"""OOPS!"" as the rake he stepped on barely missed his face.",funny_nonsequitur,"""OOPS!"" as the rake he stepped on barely missed his face.",funny_nonsequitur,D,-0.014356284,0.19956534,associative_nonsequitur
google/flan-t5-xl,0,2,humour,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

The neighborhood borrower approached Mr. Smith on Saturday and asked, ""Say, Smith, are you using your lawnmower this afternoon?"" ""Yes, I am,"" Smith replied warily. The neighborhood borrower said:
Your answer:
",,"""According to the weather report, it will rain tomorrow.""",neutral_nonsequitur,"""According to the weather report, it will rain tomorrow.""",neutral_nonsequitur,E,-0.010973156,0.20024163,associative_nonsequitur
