model_name,seed,item_id,phenomenon,prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,cosine_sims,choice_probs_rounded,chosen_option
meta-llama/Llama-2-7b-hf,0,1,deceits,"You will read a short story that describes an everyday situation. Your task is to interpret why the character in the story responded in a certain way.

Henry is sitting at his desk and watching TV, and reluctantly switches off the TV with the remote control and picks up a textbook. Shortly after, his mother comes in the room and asks, ""What have you been doing up here?"" Henry responds: “Reading."" Why has Henry responded in such a way?
Your answer:
",,He does not want to get into trouble for not studying. ,target,He wants his mom to believe that he has been watching TV.,incorrect_lexical_overlap,A,0.1692,0.2317,target
meta-llama/Llama-2-7b-hf,0,1,deceits,"You will read a short story that describes an everyday situation. Your task is to interpret why the character in the story responded in a certain way.

Henry is sitting at his desk and watching TV, and reluctantly switches off the TV with the remote control and picks up a textbook. Shortly after, his mother comes in the room and asks, ""What have you been doing up here?"" Henry responds: “Reading."" Why has Henry responded in such a way?
Your answer:
",,He has been reading for some time.,incorrect_literal,He does not want to get into trouble for not studying. ,target,B,0.3206,0.2695,target
meta-llama/Llama-2-7b-hf,0,1,deceits,"You will read a short story that describes an everyday situation. Your task is to interpret why the character in the story responded in a certain way.

Henry is sitting at his desk and watching TV, and reluctantly switches off the TV with the remote control and picks up a textbook. Shortly after, his mother comes in the room and asks, ""What have you been doing up here?"" Henry responds: “Reading."" Why has Henry responded in such a way?
Your answer:
",,He wants his mom to believe that he has been watching TV.,incorrect_lexical_overlap,He has been reading for some time.,incorrect_literal,C,0.1963,0.2379,target
meta-llama/Llama-2-7b-hf,0,1,deceits,"You will read a short story that describes an everyday situation. Your task is to interpret why the character in the story responded in a certain way.

Henry is sitting at his desk and watching TV, and reluctantly switches off the TV with the remote control and picks up a textbook. Shortly after, his mother comes in the room and asks, ""What have you been doing up here?"" Henry responds: “Reading."" Why has Henry responded in such a way?
Your answer:
",,He does not want to offend his mom by not reading the books that she gave him. ,incorrect_social_convention,He does not want to offend his mom by not reading the books that she gave him. ,incorrect_social_convention,D,0.2876,0.2607,target
meta-llama/Llama-2-7b-hf,0,2,deceits,"You will read a short story that describes an everyday situation. Your task is to interpret why the character in the story responded in a certain way.

It's Robert's birthday. Robert dresses very casually. On his birthday, he always receives a tie from Monica. He opens the package and finds a tie.  He says: ""Thanks. Really, I love it.” Why has Robert responded in such a way?
Your answer:
",,He does not want to hurt Monica by saying that he dislikes the gift.,target,He does not want to hurt Monica by saying that he dislikes the gift.,target,A,0.06143,0.2257,incorrect_literal
meta-llama/Llama-2-7b-hf,0,2,deceits,"You will read a short story that describes an everyday situation. Your task is to interpret why the character in the story responded in a certain way.

It's Robert's birthday. Robert dresses very casually. On his birthday, he always receives a tie from Monica. He opens the package and finds a tie.  He says: ""Thanks. Really, I love it.” Why has Robert responded in such a way?
Your answer:
",,He likes the gift very much.,incorrect_literal,He likes the gift very much.,incorrect_literal,B,0.3215,0.2927,incorrect_literal
meta-llama/Llama-2-7b-hf,0,2,deceits,"You will read a short story that describes an everyday situation. Your task is to interpret why the character in the story responded in a certain way.

It's Robert's birthday. Robert dresses very casually. On his birthday, he always receives a tie from Monica. He opens the package and finds a tie.  He says: ""Thanks. Really, I love it.” Why has Robert responded in such a way?
Your answer:
",,He wants Monica to understand that he dislikes her gift.,incorrect_lexical_overlap,He does not like to celebrate his birthday and wants it to be over with. ,incorrect_social_convention,C,0.171,0.252,incorrect_literal
meta-llama/Llama-2-7b-hf,0,2,deceits,"You will read a short story that describes an everyday situation. Your task is to interpret why the character in the story responded in a certain way.

It's Robert's birthday. Robert dresses very casually. On his birthday, he always receives a tie from Monica. He opens the package and finds a tie.  He says: ""Thanks. Really, I love it.” Why has Robert responded in such a way?
Your answer:
",,He does not like to celebrate his birthday and wants it to be over with. ,incorrect_social_convention,He wants Monica to understand that he dislikes her gift.,incorrect_lexical_overlap,D,0.07916,0.2297,incorrect_literal
meta-llama/Llama-2-7b-hf,0,3,deceits,"You will read a short story that describes an everyday situation. Your task is to interpret why the character in the story responded in a certain way.

Dan is playing in the living room. He brushes against his mother's vase. The vase falls down on the floor and breaks. When Dan's mother comes home, she asks Dan: ""What happened to my vase?"" Dan says, ""The dog knocked it over.” Why has Dan responded in such a way?
Your answer:
",,Dan does not want his mom to be angry with him for breaking the vase.,target,Dan does not want his mom to be angry with him for breaking the vase.,target,A,0.04556,0.2505,incorrect_literal
meta-llama/Llama-2-7b-hf,0,3,deceits,"You will read a short story that describes an everyday situation. Your task is to interpret why the character in the story responded in a certain way.

Dan is playing in the living room. He brushes against his mother's vase. The vase falls down on the floor and breaks. When Dan's mother comes home, she asks Dan: ""What happened to my vase?"" Dan says, ""The dog knocked it over.” Why has Dan responded in such a way?
Your answer:
",,Dan thinks that the dog has knocked over the vase.,incorrect_literal,Dan wants his mom to know that he knocked it over.,incorrect_lexical_overlap,B,0.04077,0.2493,incorrect_literal
