model_name,temperature,phenomenon,decoding_scheme,question,seed,item_id,prompt,response
google/flan-t5-xl,0.9,metaphor,greedy,,2,1,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?


Your answer:
",Mary thought the town looked smoky.
google/flan-t5-xl,0.9,metaphor,greedy,,2,2,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?


Your answer:
","no matter how small the pregnancy was, he would love the baby like a lovebird"
google/flan-t5-xl,0.9,metaphor,greedy,,2,3,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Andrew and Bob were discussing the investment company where Andrew works. Bob said: ""The investors are squirrels collecting nuts."" What does Bob mean?


Your answer:
",They are not smart.
google/flan-t5-xl,0.9,metaphor,greedy,,2,4,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark asked his mom what she thought about his new girlfriend. She replied: ""This young lady is 100% polyester."" What does she mean?


Your answer:
",The girl doesn't look or act like someone with a big budget.
google/flan-t5-xl,0.9,metaphor,greedy,,2,5,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her husband: ""Our kids are pieces of taffy."" What did she mean? 


Your answer:
",There are too many kids.
google/flan-t5-xl,0.9,metaphor,greedy,,2,6,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark saw a lady at the party and said to his friend: ""This lady's jewels are bursting stars."" What did Mark mean?


Your answer:
",He thought the lady's jewels were beautiful.
google/flan-t5-xl,0.9,metaphor,greedy,,2,7,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ben was telling his friend about the fashion show that he attended. He said: ""This model was the blue canary at the show."" What did Ben mean? 


Your answer:
",The model in blue felt like a canary in the coal mine.
google/flan-t5-xl,0.9,metaphor,greedy,,2,8,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her granddaughter: ""The queen is our nation's aunt."" What did Mary mean?


Your answer:
",She means the queen is a member of the royal family.
google/flan-t5-xl,0.9,metaphor,greedy,,2,9,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. Abby noted: ""This sunset sings to the lovers."" What did Abby mean?


Your answer:
",She was describing the scenery.
google/flan-t5-xl,0.9,metaphor,greedy,,2,10,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband and said: ""Jessica sailed towards the finish."" What did she mean?


Your answer:
",Jessica had a great talk
google/flan-t5-xl,0.9,metaphor,greedy,,2,11,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jody and Mark were discussing their daughter's behavior. Mark said: ""She is walking all over her brothers."" What did Mark mean?


Your answer:
",She was stealing his belongings.
google/flan-t5-xl,0.9,metaphor,greedy,,2,12,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

During a business meeting, the general manager of the company said to the financial manager: ""The new accountant that you hired is a juggler."" What did the general manager mean? 


Your answer:
",The accountant was not reliable and did not do his job well.
google/flan-t5-xl,0.9,metaphor,greedy,,2,13,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ken was telling his friend about his shopping experience on Black Friday. Ken said: ""The store that I went to was a jungle."" What did Ken mean?


Your answer:
",Tokens were thrown away on the floor.
google/flan-t5-xl,0.9,metaphor,greedy,,2,14,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Janet was telling her friend about the show that she saw last night. Janet said: ""The dancers were butterflies."" What did Janet mean?


Your answer:
",She likes the dancers and was very impressed by them.
google/flan-t5-xl,0.9,metaphor,greedy,,2,15,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Caitlyn was telling her husband about her new co-worker. Caitlyn said: ""Sally is a block of ice."" What did she mean?


Your answer:
",She was so cold.
google/flan-t5-xl,0.9,metaphor,greedy,,2,16,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Robert and his wife are discussing their neighbor. Robert said: ""Our neighbor is a sheep."" What did Robert mean?  


Your answer:
",Robert didn't give a satisfactory answer.
google/flan-t5-xl,0.9,metaphor,greedy,,2,17,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Lucy told her teacher: ""The book that you gave me has more holes in it than Swiss cheese."" What did Lucy mean?


Your answer:
",she was disappointed with the book
google/flan-t5-xl,0.9,metaphor,greedy,,2,18,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher told Sam: ""You have too much on your plate."" What did the teacher mean?


Your answer:
",Sam needed to do something about his schoolwork.
google/flan-t5-xl,0.9,metaphor,greedy,,2,19,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Melissa was discussing a new sales manager, who was hired a couple of days ago: ""She is a babe in the woods."" What did Melissa mean?


Your answer:
",She had never worked in sales before.
google/flan-t5-xl,0.9,metaphor,greedy,,2,20,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John told his fiance: ""You are the tomato sauce to my pasta."" What did John mean?


Your answer:
",He thought his fiance was the perfect complement to his cooking.
