model_name,temperature,seed,item_id,phenomenon,prompt,prior_prompt,question,options,option_names,scale,rating_options,weighted_options,chosen_option,token_cond_log_probs,prior_token_log_probs,null_prior_token_log_probs
google/flan-t5-xl,0.1,0,1,coherence,"You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.Mary's exam was about to start. Her palms were sweaty. Is this story coherent or not?
How would you rate the following answer: ","You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.
How would you rate the following answer: ",Is this story coherent or not?,coherent,target,possible,"very impossible, impossible, neutral, possible, very possible",2.8383053841667447,competitor,"[[-1.4412884712219238], [-1.581453561782837], [-1.5550236701965332], [-1.827507495880127], [-1.721671223640442]]","[[-0.973268985748291], [-0.5661458373069763], [-0.6958259344100952], [-0.4122335910797119], [-0.6069589853286743]]","[[-1.2175426483154297], [-1.1516607999801636], [-1.4551568031311035], [-1.6594748497009277], [-1.9638452529907227]]"
google/flan-t5-xl,0.1,0,1,coherence,"You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.Mary's exam was about to start. Her palms were sweaty. Is this story coherent or not?
How would you rate the following answer: ","You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.
How would you rate the following answer: ",Is this story coherent or not?,incoherent,competitor,possible,"very impossible, impossible, neutral, possible, very possible",2.923202621800563,competitor,"[[-1.0744290351867676], [-1.2766718864440918], [-1.1066489219665527], [-1.2506513595581055], [-1.2745217084884644]]","[[-0.973268985748291], [-0.5661458373069763], [-0.6958259344100952], [-0.4122335910797119], [-0.6069589853286743]]","[[-1.7458927631378174], [-1.6613788604736328], [-1.884718894958496], [-1.9919703006744385], [-2.306356191635132]]"
google/flan-t5-xl,0.1,0,2,coherence,"You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.Laura got a lot of mail today. Some of her friends had remembered her birthday.Is this story coherent or not?
How would you rate the following answer: ","You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.
How would you rate the following answer: ",Is this story coherent or not?,coherent,target,possible,"very impossible, impossible, neutral, possible, very possible",2.752635170032718,competitor,"[[-2.0020534992218018], [-2.3307671546936035], [-2.5547821521759033], [-2.456120729446411], [-2.5043535232543945]]","[[-0.973268985748291], [-0.5661458373069763], [-0.6958259344100952], [-0.4122335910797119], [-0.6069589853286743]]","[[-1.2175426483154297], [-1.1516607999801636], [-1.4551568031311035], [-1.6594748497009277], [-1.9638452529907227]]"
google/flan-t5-xl,0.1,0,2,coherence,"You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.Laura got a lot of mail today. Some of her friends had remembered her birthday.Is this story coherent or not?
How would you rate the following answer: ","You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.
How would you rate the following answer: ",Is this story coherent or not?,incoherent,competitor,possible,"very impossible, impossible, neutral, possible, very possible",2.9749267946663176,competitor,"[[-1.6146303415298462], [-2.060360908508301], [-2.039085626602173], [-1.765444278717041], [-1.7888697385787964]]","[[-0.973268985748291], [-0.5661458373069763], [-0.6958259344100952], [-0.4122335910797119], [-0.6069589853286743]]","[[-1.7458927631378174], [-1.6613788604736328], [-1.884718894958496], [-1.9919703006744385], [-2.306356191635132]]"
google/flan-t5-xl,0.1,0,3,coherence,"You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.Sometimes a truck drives by the house. The dishes start to rattle.Is this story coherent or not?
How would you rate the following answer: ","You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.
How would you rate the following answer: ",Is this story coherent or not?,coherent,target,possible,"very impossible, impossible, neutral, possible, very possible",2.677528713602446,competitor,"[[-2.2223899364471436], [-2.551382064819336], [-2.881767749786377], [-2.599886178970337], [-2.9773006439208984]]","[[-0.973268985748291], [-0.5661458373069763], [-0.6958259344100952], [-0.4122335910797119], [-0.6069589853286743]]","[[-1.2175426483154297], [-1.1516607999801636], [-1.4551568031311035], [-1.6594748497009277], [-1.9638452529907227]]"
google/flan-t5-xl,0.1,0,3,coherence,"You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.Sometimes a truck drives by the house. The dishes start to rattle.Is this story coherent or not?
How would you rate the following answer: ","You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.
How would you rate the following answer: ",Is this story coherent or not?,incoherent,competitor,possible,"very impossible, impossible, neutral, possible, very possible",2.784978929403154,competitor,"[[-1.9868872165679932], [-2.4624757766723633], [-2.5855660438537598], [-2.0913138389587402], [-2.723733425140381]]","[[-0.973268985748291], [-0.5661458373069763], [-0.6958259344100952], [-0.4122335910797119], [-0.6069589853286743]]","[[-1.7458927631378174], [-1.6613788604736328], [-1.884718894958496], [-1.9919703006744385], [-2.306356191635132]]"
google/flan-t5-xl,0.1,0,4,coherence,"You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.The lights have been on since last night. The car doesn't start.Is this story coherent or not?
How would you rate the following answer: ","You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.
How would you rate the following answer: ",Is this story coherent or not?,coherent,target,possible,"very impossible, impossible, neutral, possible, very possible",2.9176748106571475,competitor,"[[-1.3181577920913696], [-1.4633002281188965], [-1.4650726318359375], [-1.580150842666626], [-1.4597386121749878]]","[[-0.973268985748291], [-0.5661458373069763], [-0.6958259344100952], [-0.4122335910797119], [-0.6069589853286743]]","[[-1.2175426483154297], [-1.1516607999801636], [-1.4551568031311035], [-1.6594748497009277], [-1.9638452529907227]]"
google/flan-t5-xl,0.1,0,4,coherence,"You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.The lights have been on since last night. The car doesn't start.Is this story coherent or not?
How would you rate the following answer: ","You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.
How would you rate the following answer: ",Is this story coherent or not?,incoherent,competitor,possible,"very impossible, impossible, neutral, possible, very possible",3.0076645048278223,competitor,"[[-1.1716008186340332], [-1.4390268325805664], [-1.314213514328003], [-1.2578589916229248], [-1.2321946620941162]]","[[-0.973268985748291], [-0.5661458373069763], [-0.6958259344100952], [-0.4122335910797119], [-0.6069589853286743]]","[[-1.7458927631378174], [-1.6613788604736328], [-1.884718894958496], [-1.9919703006744385], [-2.306356191635132]]"
google/flan-t5-xl,0.1,0,5,coherence,"You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.Susan felt her baby's forehead with her palm. She begged her family doctor to come at once.Is this story coherent or not?
How would you rate the following answer: ","You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.
How would you rate the following answer: ",Is this story coherent or not?,coherent,target,possible,"very impossible, impossible, neutral, possible, very possible",2.7917696729691923,competitor,"[[-1.6065975427627563], [-1.9771392345428467], [-2.0701146125793457], [-2.0491082668304443], [-2.040281295776367]]","[[-0.973268985748291], [-0.5661458373069763], [-0.6958259344100952], [-0.4122335910797119], [-0.6069589853286743]]","[[-1.2175426483154297], [-1.1516607999801636], [-1.4551568031311035], [-1.6594748497009277], [-1.9638452529907227]]"
google/flan-t5-xl,0.1,0,5,coherence,"You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.Susan felt her baby's forehead with her palm. She begged her family doctor to come at once.Is this story coherent or not?
How would you rate the following answer: ","You will read a pair of sentences. Your task is to rate how possible the decision whether the pair forms a coherent story is.
How would you rate the following answer: ",Is this story coherent or not?,incoherent,competitor,possible,"very impossible, impossible, neutral, possible, very possible",2.9823495440551344,competitor,"[[-1.3452582359313965], [-1.5752952098846436], [-1.582383155822754], [-1.4097247123718262], [-1.462303876876831]]","[[-0.973268985748291], [-0.5661458373069763], [-0.6958259344100952], [-0.4122335910797119], [-0.6069589853286743]]","[[-1.7458927631378174], [-1.6613788604736328], [-1.884718894958496], [-1.9919703006744385], [-2.306356191635132]]"
