model_name,temperature,seed,item_id,phenomenon,prompt,prior_prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,token_cond_log_probs,token_cond_probs,prior_token_log_probs,null_prior_token_log_probs,token_probs,sentence_cond_probs,mean_sentence_cond_probs,prior_sentence_probs,sentence_mi,sentence_surprisal,mean_sentence_surprisal,sentence_mi_surprisal
google/flan-t5-xl,0.1,2,1,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Mary's exam was about to start. Her palms were sweaty. ","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,A,target,incoherent,competitor,A,[-2.264336585998535],[0.10389893969327815],[-3.527845621109009],[-2.880042552947998],[0.05613237418531234],0.10389893969327815,0.10389893969327815,0.05613237418531234,1.8509628570185166,-2.264336585998535,-2.264336585998535,0.7862163646439081
google/flan-t5-xl,0.1,2,1,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Mary's exam was about to start. Her palms were sweaty. ","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,B,competitor,coherent,target,B,[-2.264336585998535],[0.10389893969327815],[-2.824583053588867],[-2.880042552947998],[0.05613237418531234],0.10389893969327815,0.10389893969327815,0.05613237418531234,1.8509628570185166,-2.264336585998535,-2.264336585998535,0.7862163646439081
google/flan-t5-xl,0.1,2,2,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Laura got a lot of mail today. Some of her friends had remembered her birthday.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,A,target,incoherent,competitor,A,[-2.7182869911193848],[0.06598769517237639],[-3.527845621109009],[-2.880042552947998],[0.05613237418531234],0.06598769517237639,0.06598769517237639,0.05613237418531234,1.1755728513197792,-2.7182869911193848,-2.7182869911193848,0.9438357042110225
google/flan-t5-xl,0.1,2,2,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Laura got a lot of mail today. Some of her friends had remembered her birthday.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,B,competitor,coherent,target,B,[-2.7182869911193848],[0.06598769517237639],[-2.824583053588867],[-2.880042552947998],[0.05613237418531234],0.06598769517237639,0.06598769517237639,0.05613237418531234,1.1755728513197792,-2.7182869911193848,-2.7182869911193848,0.9438357042110225
google/flan-t5-xl,0.1,2,3,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Sometimes a truck drives by the house. The dishes start to rattle.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,A,target,incoherent,competitor,A,[-1.9868940114974976],[0.13712065991012243],[-3.527845621109009],[-2.880042552947998],[0.05613237418531234],0.13712065991012243,0.13712065991012243,0.05613237418531234,2.442808840713557,-1.9868940114974976,-1.9868940114974976,0.6898835607354906
google/flan-t5-xl,0.1,2,3,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Sometimes a truck drives by the house. The dishes start to rattle.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,B,competitor,coherent,target,B,[-1.9868940114974976],[0.13712065991012243],[-2.824583053588867],[-2.880042552947998],[0.05613237418531234],0.13712065991012243,0.13712065991012243,0.05613237418531234,2.442808840713557,-1.9868940114974976,-1.9868940114974976,0.6898835607354906
google/flan-t5-xl,0.1,2,4,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

The lights have been on since last night. The car doesn't start.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. coherent
B. incoherent
Your answer:
",Is this story coherent or not?,A,target,coherent,target,A,[-2.140353202819824],[0.1176132943374461],[-3.527845621109009],[-2.8399498462677],[0.058428596303194136],0.1176132943374461,0.1176132943374461,0.058428596303194136,2.012940610914805,-2.140353202819824,-2.140353202819824,0.7536588033879207
google/flan-t5-xl,0.1,2,4,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

The lights have been on since last night. The car doesn't start.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. coherent
B. incoherent
Your answer:
",Is this story coherent or not?,B,competitor,incoherent,competitor,B,[-2.140353202819824],[0.1176132943374461],[-2.824583053588867],[-2.8399498462677],[0.058428596303194136],0.1176132943374461,0.1176132943374461,0.058428596303194136,2.012940610914805,-2.140353202819824,-2.140353202819824,0.7536588033879207
google/flan-t5-xl,0.1,2,5,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Susan felt her baby's forehead with her palm. She begged her family doctor to come at once.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,A,target,incoherent,competitor,A,[-1.898787260055542],[0.14975011709421848],[-3.527845621109009],[-2.880042552947998],[0.05613237418531234],0.14975011709421848,0.14975011709421848,0.05613237418531234,2.667803015062959,-1.898787260055542,-1.898787260055542,0.6592913907164157
google/flan-t5-xl,0.1,2,5,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Susan felt her baby's forehead with her palm. She begged her family doctor to come at once.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,B,competitor,coherent,target,B,[-1.898787260055542],[0.14975011709421848],[-2.824583053588867],[-2.880042552947998],[0.05613237418531234],0.14975011709421848,0.14975011709421848,0.05613237418531234,2.667803015062959,-1.898787260055542,-1.898787260055542,0.6592913907164157
