model_name,seed,item_id,phenomenon,prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,cosine_sims,choice_probs_rounded,chosen_option
text-embedding-ada-002,0,1,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Paul has to go to an interview and he's running late. While he's cleaning his shoes he says to his wife, Jane, ""I want to wear that blue shirt, but it's very creased"". What might he be trying to convey?
Your answer:
",,He wants his wife to iron his shirt.,target,He got this shirt on sale.,distractor_lexical_overlap,A,0.7699887487981973,0.24377638512816796,target
text-embedding-ada-002,0,1,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Paul has to go to an interview and he's running late. While he's cleaning his shoes he says to his wife, Jane, ""I want to wear that blue shirt, but it's very creased"". What might he be trying to convey?
Your answer:
",,He is unhappy that his shirt is wrinkled.,competitor,He wants his wife to iron his shirt.,target,B,0.8119210556747325,0.2542158368534879,target
text-embedding-ada-002,0,1,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Paul has to go to an interview and he's running late. While he's cleaning his shoes he says to his wife, Jane, ""I want to wear that blue shirt, but it's very creased"". What might he be trying to convey?
Your answer:
",,He got this shirt on sale.,distractor_lexical_overlap,He is unhappy that his shirt is wrinkled.,competitor,C,0.8081920242679482,0.25326962334019154,target
text-embedding-ada-002,0,1,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Paul has to go to an interview and he's running late. While he's cleaning his shoes he says to his wife, Jane, ""I want to wear that blue shirt, but it's very creased"". What might he be trying to convey?
Your answer:
",,"He got his shoes on sale.
",distractor_associative,"He got his shoes on sale.
",distractor_associative,D,0.790138153619379,0.24873815467815266,target
text-embedding-ada-002,0,2,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy wanted to paint a picture. She got her paints, paper and brushes ready. She has a meeting to go to in 10 minutes. Her dad said to her, ""I am not sure that now is the best time for painting."" What might he be trying to convey?
Your answer:
",,He does not want Cindy to start painting.,target,He does not want Cindy to start painting.,target,A,0.8229466984295083,0.24893046921869016,distractor_lexical_overlap
text-embedding-ada-002,0,2,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy wanted to paint a picture. She got her paints, paper and brushes ready. She has a meeting to go to in 10 minutes. Her dad said to her, ""I am not sure that now is the best time for painting."" What might he be trying to convey?
Your answer:
",,He has some doubts whether Cindy should be painting.,competitor,He has some doubts whether Cindy should be painting.,competitor,B,0.8271375503378307,0.24997588902036091,distractor_lexical_overlap
text-embedding-ada-002,0,2,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy wanted to paint a picture. She got her paints, paper and brushes ready. She has a meeting to go to in 10 minutes. Her dad said to her, ""I am not sure that now is the best time for painting."" What might he be trying to convey?
Your answer:
",,He wants Cindy to paint a picture for the meeting.,distractor_lexical_overlap,He wants Cindy to create a sculpture.,distractor_associative,C,0.8054995775305521,0.24462501731190575,distractor_lexical_overlap
text-embedding-ada-002,0,2,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy wanted to paint a picture. She got her paints, paper and brushes ready. She has a meeting to go to in 10 minutes. Her dad said to her, ""I am not sure that now is the best time for painting."" What might he be trying to convey?
Your answer:
",,He wants Cindy to create a sculpture.,distractor_associative,He wants Cindy to paint a picture for the meeting.,distractor_lexical_overlap,D,0.852779416337964,0.2564686244490432,distractor_lexical_overlap
text-embedding-ada-002,0,3,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy asked her mom to take her to the movies. Her mom responds, ""Your little brother's toys are all over the house. I don't have time to clean up."" What might she be trying to convey?
Your answer:
",,Cindy might help her clean up the house.,target,Cindy might help her clean up the house.,target,A,0.8463617651242356,0.2540463760014238,target
text-embedding-ada-002,0,3,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy asked her mom to take her to the movies. Her mom responds, ""Your little brother's toys are all over the house. I don't have time to clean up."" What might she be trying to convey?
Your answer:
",,Cindy's brother creates a lot of mess.,competitor,Cindy forgot to purchase a new toy for her brother.,distractor_lexical_overlap,B,0.8263368390875899,0.24900971381237672,target
text-embedding-ada-002,0,3,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy asked her mom to take her to the movies. Her mom responds, ""Your little brother's toys are all over the house. I don't have time to clean up."" What might she be trying to convey?
Your answer:
",,Cindy forgot to purchase a new toy for her brother.,distractor_lexical_overlap,Cindy's brother creates a lot of mess.,competitor,C,0.8212915115798293,0.24775654224239999,target
text-embedding-ada-002,0,3,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy asked her mom to take her to the movies. Her mom responds, ""Your little brother's toys are all over the house. I don't have time to clean up."" What might she be trying to convey?
Your answer:
",,Cindy forgot to invite her brother to the movies.,distractor_associative,Cindy forgot to invite her brother to the movies.,distractor_associative,D,0.8270500272834206,0.24918736794379948,target
text-embedding-ada-002,0,4,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Matt was telling Cindy about a scary movie that he saw. Cindy was listening to him for a while and then responded, ""Can we talk about something else?"" What might she be trying to convey?
Your answer:
",,She wishes that he stopped telling her about the movie.,target,She wonders whether Matt knows something else interesting that he can share with her.,competitor,A,0.8218049799926378,0.25530151803173584,competitor
text-embedding-ada-002,0,4,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Matt was telling Cindy about a scary movie that he saw. Cindy was listening to him for a while and then responded, ""Can we talk about something else?"" What might she be trying to convey?
Your answer:
",,She wonders whether Matt knows something else interesting that he can share with her.,competitor,She wishes that he stopped telling her about the movie.,target,B,0.7979390647035829,0.249280646216505,competitor
text-embedding-ada-002,0,4,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Matt was telling Cindy about a scary movie that he saw. Cindy was listening to him for a while and then responded, ""Can we talk about something else?"" What might she be trying to convey?
Your answer:
",,She wishes to have a date with Matt.,distractor_lexical_overlap,She wishes to build a kite with Matt.,distractor_associative,C,0.7863841969627354,0.24641681875646884,competitor
text-embedding-ada-002,0,4,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Matt was telling Cindy about a scary movie that he saw. Cindy was listening to him for a while and then responded, ""Can we talk about something else?"" What might she be trying to convey?
Your answer:
",,She wishes to build a kite with Matt.,distractor_associative,She wishes to have a date with Matt.,distractor_lexical_overlap,D,0.7968166904674252,0.2490010169952903,competitor
text-embedding-ada-002,0,5,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy and Matt had been good friends for a long time. Recently Cindy started teasing Matt a lot every day. He got mad and said, ""My friends do not say hurtful things to me."" What might he be trying to convey?
Your answer:
",,Cindy should stop teasing him if she wants to be his friend.,target,Cindy should meet Matt's other friends.,distractor_lexical_overlap,A,0.8363957354983713,0.2555260912978016,distractor_lexical_overlap
text-embedding-ada-002,0,5,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy and Matt had been good friends for a long time. Recently Cindy started teasing Matt a lot every day. He got mad and said, ""My friends do not say hurtful things to me."" What might he be trying to convey?
Your answer:
",,His friends are very friendly.,competitor,Cindy should stop teasing him if she wants to be his friend.,target,B,0.8358647918282233,0.2553904573472494,distractor_lexical_overlap
text-embedding-ada-002,0,5,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy and Matt had been good friends for a long time. Recently Cindy started teasing Matt a lot every day. He got mad and said, ""My friends do not say hurtful things to me."" What might he be trying to convey?
Your answer:
",,Cindy should meet Matt's other friends.,distractor_lexical_overlap,Cindy should meet a new principal.,distractor_associative,C,0.7968906143071273,0.2456282961125348,distractor_lexical_overlap
text-embedding-ada-002,0,5,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy and Matt had been good friends for a long time. Recently Cindy started teasing Matt a lot every day. He got mad and said, ""My friends do not say hurtful things to me."" What might he be trying to convey?
Your answer:
",,Cindy should meet a new principal.,distractor_associative,His friends are very friendly.,competitor,D,0.7880039706654326,0.2434551552424141,distractor_lexical_overlap
text-embedding-ada-002,0,6,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The boys were playing around. Dan accidentally tripped Scott. Scott got very angry about falling. Dan said: ""Everybody's being wild."" What might he be trying to convey?
Your answer:
",,It was not his fault.,target,He likes to live in the city.,distractor_associative,A,0.7407754060790276,0.2447826449998212,competitor
text-embedding-ada-002,0,6,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The boys were playing around. Dan accidentally tripped Scott. Scott got very angry about falling. Dan said: ""Everybody's being wild."" What might he be trying to convey?
Your answer:
",,All of the boys were not very cautious.,competitor,All of the boys were not very cautious.,competitor,B,0.79798928367116,0.25919599970148655,competitor
text-embedding-ada-002,0,6,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The boys were playing around. Dan accidentally tripped Scott. Scott got very angry about falling. Dan said: ""Everybody's being wild."" What might he be trying to convey?
Your answer:
",,He likes to live in the wilderness.,distractor_lexical_overlap,He likes to live in the wilderness.,distractor_lexical_overlap,C,0.747672404939509,0.24647674601433905,competitor
text-embedding-ada-002,0,6,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The boys were playing around. Dan accidentally tripped Scott. Scott got very angry about falling. Dan said: ""Everybody's being wild."" What might he be trying to convey?
Your answer:
",,He likes to live in the city.,distractor_associative,It was not his fault.,target,D,0.760042446499139,0.2495446092843531,competitor
text-embedding-ada-002,0,7,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Kate brought some cookies to school. Matt has a sweet tooth. He says, ""Your cookies smell delicious. They must be really tasty."" What might he be trying to convey?
Your answer:
",,He wants Kate to give him some cookies.,target,He wants to learn how to make these cookies.,distractor_lexical_overlap,A,0.7965177979626527,0.2501129942887279,target
text-embedding-ada-002,0,7,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Kate brought some cookies to school. Matt has a sweet tooth. He says, ""Your cookies smell delicious. They must be really tasty."" What might he be trying to convey?
Your answer:
",,She is a great baker who makes good cookies.,competitor,He wants Kate to give him some cookies.,target,B,0.8411383262980001,0.26152589965062645,target
text-embedding-ada-002,0,7,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Kate brought some cookies to school. Matt has a sweet tooth. He says, ""Your cookies smell delicious. They must be really tasty."" What might he be trying to convey?
Your answer:
",,He wants to learn how to make these cookies.,distractor_lexical_overlap,He wants to learn how to make a roast beef.,distractor_associative,C,0.7445183995247978,0.23743962828544934,target
text-embedding-ada-002,0,7,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Kate brought some cookies to school. Matt has a sweet tooth. He says, ""Your cookies smell delicious. They must be really tasty."" What might he be trying to convey?
Your answer:
",,He wants to learn how to make a roast beef.,distractor_associative,She is a great baker who makes good cookies.,competitor,D,0.7997450576952938,0.2509214777751964,target
text-embedding-ada-002,0,8,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher said that she was feeling sick today and asked the kids to work in groups quietly. Matt kept talking loudly with his friends. The teacher said, ""Matt, I think you are being unfair to me now."" What might she be trying to convey?
Your answer:
",,She wants him to stop talking.,target,She wants kids to work on a project about dinosaurs.,distractor_associative,A,0.7544230054818489,0.24257352295711201,competitor
text-embedding-ada-002,0,8,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher said that she was feeling sick today and asked the kids to work in groups quietly. Matt kept talking loudly with his friends. The teacher said, ""Matt, I think you are being unfair to me now."" What might she be trying to convey?
Your answer:
",,Matt is unfair to the teacher.,competitor,Matt is unfair to the teacher.,competitor,B,0.8268908958884343,0.26080493235664365,competitor
text-embedding-ada-002,0,8,indirect_speech,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher said that she was feeling sick today and asked the kids to work in groups quietly. Matt kept talking loudly with his friends. The teacher said, ""Matt, I think you are being unfair to me now."" What might she be trying to convey?
Your answer:
",,She wants kids to work on a project about fairness.,distractor_lexical_overlap,She wants kids to work on a project about fairness.,distractor_lexical_overlap,C,0.7941330030719544,0.2523999290252728,competitor
