model_name,temperature,seed,item_id,phenomenon,prompt,prior_prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,token_cond_log_probs,token_cond_probs,prior_token_log_probs,null_prior_token_log_probs,token_probs,sentence_cond_probs,mean_sentence_cond_probs,prior_sentence_probs,sentence_mi,sentence_surprisal,mean_sentence_surprisal,sentence_mi_surprisal
gpt-3.5-turbo-instruct,0.1,1,1,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Mary's exam was about to start. Her palms were sweaty. ","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,A,target,incoherent,competitor,A,[-5.284412],[0.005070012479207119],[],[-5.5412083],[0.00392178528111556],0.005070012479207119,0.005070012479207119,0.00392178528111556,1.2927817602918188,-5.284412,-5.284412,0.9536569848854084
gpt-3.5-turbo-instruct,0.1,1,1,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Mary's exam was about to start. Her palms were sweaty. ","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,B,competitor,coherent,target,B,[-0.56756717],[0.5669029408874784],[],[-1.8224581],[0.16162796453517742],0.5669029408874784,0.5669029408874784,0.16162796453517742,3.5074557952754217,-0.56756717,-0.56756717,0.3114294753882133
gpt-3.5-turbo-instruct,0.1,1,2,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Laura got a lot of mail today. Some of her friends had remembered her birthday.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,A,target,incoherent,competitor,A,[-6.854845],[0.00105433504486221],[],[-5.5412083],[0.00392178528111556],0.00105433504486221,0.00105433504486221,0.00392178528111556,0.2688405838889533,-6.854845,-6.854845,1.237066832517377
gpt-3.5-turbo-instruct,0.1,1,2,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Laura got a lot of mail today. Some of her friends had remembered her birthday.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,B,competitor,coherent,target,B,[-0.6517129],[0.5211523299609637],[],[-1.8224581],[0.16162796453517742],0.5211523299609637,0.5211523299609637,0.16162796453517742,3.2243945622883707,-0.6517129,-0.6517129,0.3576010334613455
gpt-3.5-turbo-instruct,0.1,1,3,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Sometimes a truck drives by the house. The dishes start to rattle.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. coherent
B. incoherent
Your answer:
",Is this story coherent or not?,A,target,coherent,target,A,[-1.2516186],[0.28604143529566844],[],[-2.252848],[0.1050994746168424],0.28604143529566844,0.28604143529566844,0.1050994746168424,2.7216257392197254,-1.2516186,-1.2516186,0.5555717030176913
gpt-3.5-turbo-instruct,0.1,1,3,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Sometimes a truck drives by the house. The dishes start to rattle.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. coherent
B. incoherent
Your answer:
",Is this story coherent or not?,B,competitor,incoherent,competitor,B,[-1.4859936],[0.22627739971994573],[],[-2.9247227],[0.05367957519526929],0.22627739971994573,0.22627739971994573,0.05367957519526929,4.215335141845297,-1.4859936,-1.4859936,0.5080801677369278
gpt-3.5-turbo-instruct,0.1,1,4,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

The lights have been on since last night. The car doesn't start.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,A,target,incoherent,competitor,A,[-2.858172],[0.05737354330174934],[],[-5.5412083],[0.00392178528111556],0.05737354330174934,0.05737354330174934,0.00392178528111556,14.629445313596902,-2.858172,-2.858172,0.515803024405345
gpt-3.5-turbo-instruct,0.1,1,4,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

The lights have been on since last night. The car doesn't start.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. incoherent
B. coherent
Your answer:
",Is this story coherent or not?,B,competitor,coherent,target,B,[-2.0612972],[0.1272887437938915],[],[-1.8224581],[0.16162796453517742],0.1272887437938915,0.1272887437938915,0.16162796453517742,0.7875415876204257,-2.0612972,-2.0612972,1.131053273597895
gpt-3.5-turbo-instruct,0.1,1,5,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Susan felt her baby's forehead with her palm. She begged her family doctor to come at once.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. coherent
B. incoherent
Your answer:
",Is this story coherent or not?,A,target,coherent,target,A,[-1.8272088],[0.16086193958214284],[],[-2.252848],[0.1050994746168424],0.16086193958214284,0.16086193958214284,0.1050994746168424,1.5305684464036742,-1.8272088,-1.8272088,0.8110661704651179
gpt-3.5-turbo-instruct,0.1,1,5,coherence,"You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Susan felt her baby's forehead with her palm. She begged her family doctor to come at once.","You will read a pair of sentences. Your task is to decide whether they form a coherent story.

Choose one of the following options and return the label of that option.
A. coherent
B. incoherent
Your answer:
",Is this story coherent or not?,B,competitor,incoherent,competitor,B,[-1.0928339],[0.3352650385863111],[],[-2.9247227],[0.05367957519526929],0.3352650385863111,0.3352650385863111,0.05367957519526929,6.245672350549033,-1.0928339,-1.0928339,0.37365385101295245
