model_name,temperature,phenomenon,decoding_scheme,question,seed,item_id,prompt,response,response_option,target,competitor,distractor_lexical_overlap,distractor_associative
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,1,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Paul has to go to an interview and he's running late. While he's cleaning his shoes he says to his wife, Jane, ""I want to wear that blue shirt, but it's very creased"". What might he be trying to convey?


Your answer:
","Paul is trying to convey that he wants to wear the blue shirt to his interview, but it is very creased and he is worried about his appearance. He may be asking for Jane's help in ironing the shirt or suggesting that he may have",target,He wants his wife to iron his shirt.,He is unhappy that his shirt is wrinkled.,He got this shirt on sale.,"He got his shoes on sale.
"
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,2,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy wanted to paint a picture. She got her paints, paper and brushes ready. She has a meeting to go to in 10 minutes. Her dad said to her, ""I am not sure that now is the best time for painting."" What might he be trying to convey?


Your answer:","
Her dad is trying to convey that she should prioritize her meeting over painting at the moment. He may be concerned that she will be late or not have enough time to prepare for the meeting if she starts painting now.",target,He does not want Cindy to start painting.,He has some doubts whether Cindy should be painting.,He wants Cindy to paint a picture for the meeting.,He wants Cindy to create a sculpture.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,3,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy asked her mom to take her to the movies. Her mom responds, ""Your little brother's toys are all over the house. I don't have time to clean up."" What might she be trying to convey?


Your answer:
","
The mom is trying to convey that she is too busy with household chores, specifically cleaning up after Cindy's little brother, to take her to the movies. She may also be trying to convey that Cindy should help with cleaning up before asking for favors",target,Cindy might help her clean up the house.,Cindy's brother creates a lot of mess.,Cindy forgot to purchase a new toy for her brother.,Cindy forgot to invite her brother to the movies.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,4,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Matt was telling Cindy about a scary movie that he saw. Cindy was listening to him for a while and then responded, ""Can we talk about something else?"" What might she be trying to convey?


Your answer:
",Cindy might be trying to convey that she is not interested in talking about the scary movie anymore and would like to change the topic of conversation. She may also be indicating that she is uncomfortable or scared by the topic and would prefer to discuss something else,target,She wishes that he stopped telling her about the movie.,She wonders whether Matt knows something else interesting that he can share with her.,She wishes to have a date with Matt.,She wishes to build a kite with Matt.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,5,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy and Matt had been good friends for a long time. Recently Cindy started teasing Matt a lot every day. He got mad and said, ""My friends do not say hurtful things to me."" What might he be trying to convey?


Your answer:
","
Matt is trying to convey that he is hurt by Cindy's teasing and that he expects his friends to treat him with kindness and respect. He may also be expressing that he does not appreciate being teased and wants Cindy to stop.",target,Cindy should stop teasing him if she wants to be his friend.,His friends are very friendly.,Cindy should meet Matt's other friends.,Cindy should meet a new principal.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,6,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The boys were playing around. Dan accidentally tripped Scott. Scott got very angry about falling. Dan said: ""Everybody's being wild."" What might he be trying to convey?


Your answer:
","Dan might be trying to convey that everyone is being too rough and energetic while playing, which can lead to accidents like the one that happened with Scott. He may be suggesting that they should all calm down and be more careful to avoid further incidents.",competitor,It was not his fault.,All of the boys were not very cautious.,He likes to live in the wilderness.,He likes to live in the city.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,7,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Kate brought some cookies to school. Matt has a sweet tooth. He says, ""Your cookies smell delicious. They must be really tasty."" What might he be trying to convey?


Your answer:
","
Matt is expressing his excitement and anticipation for trying Kate's cookies. He is conveying that he has a strong desire for sweets and believes that the cookies will be very enjoyable.",distractor_lexical_overlap,He wants Kate to give him some cookies.,She is a great baker who makes good cookies.,He wants to learn how to make these cookies.,He wants to learn how to make a roast beef.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,8,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher said that she was feeling sick today and asked the kids to work in groups quietly. Matt kept talking loudly with his friends. The teacher said, ""Matt, I think you are being unfair to me now."" What might she be trying to convey?


Your answer:
","
The teacher is trying to convey that Matt's loud talking is disrupting the class and making it difficult for her to teach while she is feeling sick. She may also be expressing her disappointment in Matt's behavior and asking him to be more considerate of",target,She wants him to stop talking.,Matt is unfair to the teacher.,She wants kids to work on a project about fairness.,She wants kids to work on a project about dinosaurs.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,9,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Cindy was having a slumber party with two of her friends. It was very late, but they kept talking and laughing. Her dad came in and said, ""I would like to go to bed but it is too loud in here."" What might he be trying to convey?


Your answer:
",The dad is trying to convey that he would like some peace and quiet so he can go to bed. He is probably feeling tired and wants the noise level to be lowered so he can sleep.,target,He wants the girls to be quiet.,He is too tired and the girls are making a lot of noise.,He wants the girls to listen to some music.,He wants the girls to go shopping.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,10,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Chad and Matt were walking. The sidewalk was being fixed and there was lots of shattered glass on the sidewalk. Matt was not paying attention to the sidewalk. Chad said, ""I guess you like walking on shattered glass."" What might he be trying to convey?


Your answer:
",Chad is trying to convey that Matt is not paying attention to his surroundings and is being careless by walking on the shattered glass. He may also be implying that Matt is not being cautious and is putting himself in danger.,target,Matt should look around where he is walking.,Walking on shattered glass is something that Matt enjoys.,Matt should buy new shoes.,Matt should get a new pet.
